Naive,Default,MD5,SHA256,Jenkins
2.4850704285199754e-05,1.480157715767356e-05,3.226171285080324e-05,3.3096801406437796e-05,5.7793752847438945e-05
0.00023393442142280818,0.0001099135242839111,0.0002733642585787623,0.0002819347757135152,0.0005858793257149435
0.0005205051743022133,0.0002816260571437721,0.0006772687271586619,0.0007018260685643847,0.0015109063842828618
0.0012394432199965065,0.0006006043942969492,0.0013703297757040544,0.0014016932542706075,0.0030311300914243997
0.003137485467149028,0.0013170883128519302,0.002849319621423742,0.0029325637928663386,0.006256391421442718
0.008270047207136356,0.0038881900014218576,0.007885569034281486,0.007972753358564141,0.016457356302863834
0.025720233365729137,0.009741447854290267,0.01770092718570335,0.0179760930471405,0.0347445801043068
0.0955444934314437,0.02667429492856692,0.04310765165427126,0.043349929244286614,0.07687109892430141
1.4037180873442827,0.4613249185099994,0.569311803217154,0.5602768076828735,0.7287938390385638
