Naive,Default,MD5,SHA256,Jenkins
2.0116684286871793e-05,1.667115715723152e-05,3.2665025729719285e-05,3.424550714303873e-05,6.943518857172291e-05
0.00019047862713965255,0.00012074681571643201,0.00023636088999670133,0.00025381827714487113,0.0005723407699926091
0.0004703726714381316,0.0003244786285670541,0.0005914177699950024,0.0006270368914348572,0.0014370967085622916
0.0008869979414261512,0.0005364277142715374,0.0011881232157195751,0.0012464244328501601,0.0028969049814414963
0.0018786796485697518,0.0010193978699888767,0.002401296992861067,0.0024886526699992827,0.0058224536285706565
0.004520883194293544,0.002343558548558836,0.005917435231448118,0.006221788964300815,0.014848172057131057
0.009121835471440656,0.004618295261440965,0.01178948954000329,0.012313914697141238,0.02984412811002195
0.018440471330000686,0.00931627392284489,0.023678806374290227,0.024665556935703666,0.05977591884142645
0.10291591105142808,0.04689292820571739,0.1223295594542703,0.12438218521283748,0.30413492696285954
